timestamp,source_ip,destination_ip,protocol,bytes,action,region,user,resource,status
2024-01-01T01:10:00,203.0.113.21,10.0.0.11,SSH,1300,WRITE,us-west-2,user1,/app/service/1,OK
2024-01-01T01:11:00,203.0.113.22,10.0.0.12,DNS,1340,LIST,eu-west-1,user2,/app/service/2,OK
2024-01-01T01:12:00,203.0.113.23,10.0.0.13,HTTPS,1380,READ,us-east-1,user3,/app/service/3,OK
2024-01-01T01:13:00,203.0.113.24,10.0.0.14,SSH,1420,WRITE,us-west-2,user4,/app/service/4,OK
2024-01-01T01:14:00,203.0.113.25,10.0.0.15,DNS,9000,DELETE,eu-west-1,admin-root,/app/sensitive/keys,DENIED
2024-01-01T01:15:00,203.0.113.26,10.0.0.16,HTTPS,500,READ,us-east-1,user6,/app/service/1,OK
2024-01-01T01:16:00,203.0.113.27,10.0.0.17,SSH,540,WRITE,us-west-2,user7,/app/service/2,OK
2024-01-01T01:17:00,203.0.113.28,10.0.0.18,DNS,580,LIST,eu-west-1,user8,/app/service/3,OK
2024-01-01T01:18:00,203.0.113.29,10.0.0.19,HTTPS,620,READ,us-east-1,user9,/app/service/4,OK
2024-01-01T01:19:00,203.0.113.30,10.0.0.20,SSH,660,WRITE,us-west-2,user10,/app/service/5,OK
2024-01-01T01:20:00,203.0.113.31,10.0.0.1,DNS,700,LIST,eu-west-1,user1,/app/service/1,OK
2024-01-01T01:21:00,203.0.113.32,10.0.0.2,HTTPS,740,READ,us-east-1,user2,/app/service/2,OK
2024-01-01T01:22:00,203.0.113.33,10.0.0.3,SSH,780,WRITE,us-west-2,user3,/app/service/3,OK
2024-01-01T01:23:00,203.0.113.34,10.0.0.4,DNS,820,LIST,eu-west-1,user4,/app/service/4,OK
2024-01-01T01:24:00,203.0.113.35,10.0.0.5,HTTPS,860,READ,us-east-1,user5,/app/service/5,OK
2024-01-01T01:25:00,203.0.113.36,10.0.0.6,SSH,900,WRITE,us-west-2,user6,/app/service/1,OK
2024-01-01T01:26:00,203.0.113.37,10.0.0.7,DNS,940,LIST,eu-west-1,user7,/app/service/2,OK
2024-01-01T01:27:00,203.0.113.38,10.0.0.8,HTTPS,980,READ,us-east-1,user8,/app/service/3,OK
2024-01-01T01:28:00,203.0.113.39,10.0.0.9,SSH,1020,WRITE,us-west-2,user9,/app/service/4,OK
2024-01-01T01:29:00,203.0.113.40,10.0.0.10,DNS,1060,LIST,eu-west-1,user10,/app/service/5,OK
2024-01-01T01:30:00,203.0.113.41,10.0.0.11,HTTPS,1100,READ,us-east-1,user1,/app/service/1,OK
2024-01-01T01:31:00,203.0.113.42,10.0.0.12,SSH,1140,WRITE,us-west-2,user2,/app/service/2,OK
2024-01-01T01:32:00,203.0.113.43,10.0.0.13,DNS,1180,LIST,eu-west-1,user3,/app/service/3,OK
2024-01-01T01:33:00,203.0.113.44,10.0.0.14,HTTPS,1220,READ,us-east-1,user4,/app/service/4,OK
2024-01-01T01:34:00,203.0.113.45,10.0.0.15,SSH,1260,WRITE,us-west-2,user5,/app/service/5,OK
2024-01-01T01:35:00,203.0.113.46,10.0.0.16,DNS,1300,LIST,eu-west-1,user6,/app/service/1,OK
2024-01-01T01:36:00,203.0.113.47,10.0.0.17,HTTPS,1340,READ,us-east-1,user7,/app/service/2,OK
2024-01-01T01:37:00,203.0.113.48,10.0.0.18,SSH,1380,WRITE,us-west-2,user8,/app/service/3,OK
2024-01-01T01:38:00,203.0.113.49,10.0.0.19,DNS,1420,LIST,eu-west-1,user9,/app/service/4,OK
2024-01-01T01:39:00,203.0.113.50,10.0.0.20,HTTPS,1460,READ,us-east-1,user10,/app/service/5,OK
2024-01-01T01:40:00,203.0.113.1,10.0.0.1,SSH,500,WRITE,us-west-2,user1,/app/service/1,OK
2024-01-01T01:41:00,203.0.113.2,10.0.0.2,DNS,540,LIST,eu-west-1,user2,/app/service/2,OK
2024-01-01T01:42:00,203.0.113.3,10.0.0.3,HTTPS,580,READ,us-east-1,user3,/app/service/3,OK
2024-01-01T01:43:00,203.0.113.4,10.0.0.4,SSH,620,WRITE,us-west-2,user4,/app/service/4,OK
2024-01-01T01:44:00,203.0.113.5,10.0.0.5,DNS,660,LIST,eu-west-1,user5,/app/service/5,OK
2024-01-01T01:45:00,203.0.113.6,10.0.0.6,HTTPS,700,READ,us-east-1,user6,/app/service/1,OK
2024-01-01T01:46:00,198.51.100.99,10.0.0.7,SSH,740,ROOT_LOGIN,us-west-2,user7,/app/sensitive/admin,DENIED
2024-01-01T01:47:00,203.0.113.8,10.0.0.8,DNS,780,LIST,eu-west-1,user8,/app/service/3,OK
2024-01-01T01:48:00,203.0.113.9,10.0.0.9,HTTPS,820,READ,us-east-1,user9,/app/service/4,OK
2024-01-01T01:49:00,203.0.113.10,10.0.0.10,SSH,860,WRITE,us-west-2,user10,/app/service/5,OK
2024-01-01T01:50:00,203.0.113.11,10.0.0.11,DNS,900,LIST,eu-west-1,user1,/app/service/1,OK
2024-01-01T01:51:00,203.0.113.12,10.0.0.12,HTTPS,9000,DELETE,us-east-1,admin-root,/app/sensitive/keys,DENIED
2024-01-01T01:52:00,203.0.113.13,10.0.0.13,SSH,980,WRITE,us-west-2,user3,/app/service/3,OK
2024-01-01T01:53:00,203.0.113.14,10.0.0.14,DNS,1020,LIST,eu-west-1,user4,/app/service/4,OK
2024-01-01T01:54:00,203.0.113.15,10.0.0.15,HTTPS,1060,READ,us-east-1,user5,/app/service/5,OK
2024-01-01T01:55:00,203.0.113.16,10.0.0.16,SSH,1100,WRITE,us-west-2,user6,/app/service/1,OK
2024-01-01T01:56:00,203.0.113.17,10.0.0.17,DNS,1140,LIST,eu-west-1,user7,/app/service/2,OK
2024-01-01T01:57:00,203.0.113.18,10.0.0.18,HTTPS,1180,READ,us-east-1,user8,/app/service/3,OK
2024-01-01T01:58:00,203.0.113.19,10.0.0.19,SSH,1220,WRITE,us-west-2,user9,/app/service/4,OK
2024-01-01T01:59:00,203.0.113.20,10.0.0.20,DNS,1260,LIST,eu-west-1,user10,/app/service/5,OK
2024-01-01T02:00:00,203.0.113.21,10.0.0.1,HTTPS,1300,READ,us-east-1,user1,/app/service/1,OK
2024-01-01T02:01:00,203.0.113.22,10.0.0.2,SSH,1340,WRITE,us-west-2,user2,/app/service/2,OK
2024-01-01T02:02:00,203.0.113.23,10.0.0.3,DNS,1380,LIST,eu-west-1,user3,/app/service/3,OK
2024-01-01T02:03:00,203.0.113.24,10.0.0.4,HTTPS,1420,READ,us-east-1,user4,/app/service/4,OK
2024-01-01T02:04:00,203.0.113.25,10.0.0.5,SSH,1460,WRITE,us-west-2,user5,/app/service/5,OK
2024-01-01T02:05:00,203.0.113.26,10.0.0.6,DNS,500,LIST,eu-west-1,user6,/app/service/1,OK
2024-01-01T02:06:00,203.0.113.27,10.0.0.7,HTTPS,540,READ,us-east-1,user7,/app/service/2,OK
2024-01-01T02:07:00,203.0.113.28,10.0.0.8,SSH,580,WRITE,us-west-2,user8,/app/service/3,OK
2024-01-01T02:08:00,203.0.113.29,10.0.0.9,DNS,620,LIST,eu-west-1,user9,/app/service/4,OK
2024-01-01T02:09:00,203.0.113.30,10.0.0.10,HTTPS,660,READ,us-east-1,user10,/app/service/5,OK
2024-01-01T02:10:00,203.0.113.31,10.0.0.11,SSH,700,WRITE,us-west-2,user1,/app/service/1,OK
2024-01-01T02:11:00,203.0.113.32,10.0.0.12,DNS,740,LIST,eu-west-1,user2,/app/service/2,OK
2024-01-01T02:12:00,203.0.113.33,10.0.0.13,HTTPS,780,READ,us-east-1,user3,/app/service/3,OK
2024-01-01T02:13:00,203.0.113.34,10.0.0.14,SSH,820,WRITE,us-west-2,user4,/app/service/4,OK
2024-01-01T02:14:00,203.0.113.35,10.0.0.15,DNS,860,LIST,eu-west-1,user5,/app/service/5,OK
2024-01-01T02:15:00,203.0.113.36,10.0.0.16,HTTPS,900,READ,us-east-1,user6,/app/service/1,OK
2024-01-01T02:16:00,203.0.113.37,10.0.0.17,SSH,940,WRITE,us-west-2,user7,/app/service/2,OK
2024-01-01T02:17:00,203.0.113.38,10.0.0.18,DNS,980,LIST,eu-west-1,user8,/app/service/3,OK
2024-01-01T02:18:00,203.0.113.39,10.0.0.19,HTTPS,1020,READ,us-east-1,user9,/app/service/4,OK
2024-01-01T02:19:00,203.0.113.40,10.0.0.20,SSH,1060,WRITE,us-west-2,user10,/app/service/5,OK
2024-01-01T02:20:00,203.0.113.41,10.0.0.1,DNS,1100,LIST,eu-west-1,user1,/app/service/1,OK
2024-01-01T02:21:00,203.0.113.42,10.0.0.2,HTTPS,1140,READ,us-east-1,user2,/app/service/2,OK
2024-01-01T02:22:00,203.0.113.43,10.0.0.3,SSH,1180,WRITE,us-west-2,user3,/app/service/3,OK
2024-01-01T02:23:00,203.0.113.44,10.0.0.4,DNS,1220,LIST,eu-west-1,user4,/app/service/4,OK
2024-01-01T02:24:00,203.0.113.45,10.0.0.5,HTTPS,1260,READ,us-east-1,user5,/app/service/5,OK
2024-01-01T02:25:00,203.0.113.46,10.0.0.6,SSH,1300,WRITE,us-west-2,user6,/app/service/1,OK
2024-01-01T02:26:00,203.0.113.47,10.0.0.7,DNS,1340,LIST,eu-west-1,user7,/app/service/2,OK
2024-01-01T02:27:00,203.0.113.48,10.0.0.8,HTTPS,1380,READ,us-east-1,user8,/app/service/3,OK
2024-01-01T02:28:00,203.0.113.49,10.0.0.9,SSH,9000,DELETE,us-west-2,admin-root,/app/sensitive/keys,DENIED
2024-01-01T02:29:00,203.0.113.50,10.0.0.10,DNS,1460,LIST,eu-west-1,user10,/app/service/5,OK
2024-01-01T02:30:00,203.0.113.1,10.0.0.11,HTTPS,500,READ,us-east-1,user1,/app/service/1,OK
2024-01-01T02:31:00,203.0.113.2,10.0.0.12,SSH,540,WRITE,us-west-2,user2,/app/service/2,OK
2024-01-01T02:32:00,203.0.113.3,10.0.0.13,DNS,580,LIST,eu-west-1,user3,/app/service/3,OK
2024-01-01T02:33:00,203.0.113.4,10.0.0.14,HTTPS,620,READ,us-east-1,user4,/app/service/4,OK
2024-01-01T02:34:00,203.0.113.5,10.0.0.15,SSH,660,WRITE,us-west-2,user5,/app/service/5,OK
2024-01-01T02:35:00,203.0.113.6,10.0.0.16,DNS,700,LIST,eu-west-1,user6,/app/service/1,OK
2024-01-01T02:36:00,203.0.113.7,10.0.0.17,HTTPS,740,READ,us-east-1,user7,/app/service/2,OK
2024-01-01T02:37:00,203.0.113.8,10.0.0.18,SSH,780,WRITE,us-west-2,user8,/app/service/3,OK
2024-01-01T02:38:00,203.0.113.9,10.0.0.19,DNS,820,LIST,eu-west-1,user9,/app/service/4,OK
2024-01-01T02:39:00,198.51.100.99,10.0.0.20,HTTPS,860,ROOT_LOGIN,us-east-1,user10,/app/sensitive/admin,DENIED
2024-01-01T02:40:00,203.0.113.11,10.0.0.1,SSH,900,WRITE,us-west-2,user1,/app/service/1,OK
2024-01-01T02:41:00,203.0.113.12,10.0.0.2,DNS,940,LIST,eu-west-1,user2,/app/service/2,OK
2024-01-01T02:42:00,203.0.113.13,10.0.0.3,HTTPS,980,READ,us-east-1,user3,/app/service/3,OK
2024-01-01T02:43:00,203.0.113.14,10.0.0.4,SSH,1020,WRITE,us-west-2,user4,/app/service/4,OK
2024-01-01T02:44:00,203.0.113.15,10.0.0.5,DNS,1060,LIST,eu-west-1,user5,/app/service/5,OK
2024-01-01T02:45:00,203.0.113.16,10.0.0.6,HTTPS,1100,READ,us-east-1,user6,/app/service/1,OK
2024-01-01T02:46:00,203.0.113.17,10.0.0.7,SSH,1140,WRITE,us-west-2,user7,/app/service/2,OK
2024-01-01T02:47:00,203.0.113.18,10.0.0.8,DNS,1180,LIST,eu-west-1,user8,/app/service/3,OK
2024-01-01T02:48:00,203.0.113.19,10.0.0.9,HTTPS,1220,READ,us-east-1,user9,/app/service/4,OK
2024-01-01T02:49:00,203.0.113.20,10.0.0.10,SSH,1260,WRITE,us-west-2,user10,/app/service/5,OK
2024-01-01T02:50:00,203.0.113.21,10.0.0.11,DNS,1300,LIST,eu-west-1,user1,/app/service/1,OK
2024-01-01T02:51:00,203.0.113.22,10.0.0.12,HTTPS,1340,READ,us-east-1,user2,/app/service/2,OK
2024-01-01T02:52:00,203.0.113.23,10.0.0.13,SSH,1380,WRITE,us-west-2,user3,/app/service/3,OK
2024-01-01T02:53:00,203.0.113.24,10.0.0.14,DNS,1420,LIST,eu-west-1,user4,/app/service/4,OK
2024-01-01T02:54:00,203.0.113.25,10.0.0.15,HTTPS,1460,READ,us-east-1,user5,/app/service/5,OK
2024-01-01T02:55:00,203.0.113.26,10.0.0.16,SSH,500,WRITE,us-west-2,user6,/app/service/1,OK
2024-01-01T02:56:00,203.0.113.27,10.0.0.17,DNS,540,LIST,eu-west-1,user7,/app/service/2,OK
2024-01-01T02:57:00,203.0.113.28,10.0.0.18,HTTPS,580,READ,us-east-1,user8,/app/service/3,OK
2024-01-01T02:58:00,203.0.113.29,10.0.0.19,SSH,620,WRITE,us-west-2,user9,/app/service/4,OK
2024-01-01T02:59:00,203.0.113.30,10.0.0.20,DNS,660,LIST,eu-west-1,user10,/app/service/5,OK
2024-01-01T03:00:00,203.0.113.31,10.0.0.1,HTTPS,700,READ,us-east-1,user1,/app/service/1,OK
2024-01-01T03:01:00,203.0.113.32,10.0.0.2,SSH,740,WRITE,us-west-2,user2,/app/service/2,OK
2024-01-01T03:02:00,203.0.113.33,10.0.0.3,DNS,780,LIST,eu-west-1,user3,/app/service/3,OK
2024-01-01T03:03:00,203.0.113.34,10.0.0.4,HTTPS,820,READ,us-east-1,user4,/app/service/4,OK
2024-01-01T03:04:00,203.0.113.35,10.0.0.5,SSH,860,WRITE,us-west-2,user5,/app/service/5,OK
2024-01-01T03:05:00,203.0.113.36,10.0.0.6,DNS,9000,DELETE,eu-west-1,admin-root,/app/sensitive/keys,DENIED
2024-01-01T03:06:00,203.0.113.37,10.0.0.7,HTTPS,940,READ,us-east-1,user7,/app/service/2,OK
2024-01-01T03:07:00,203.0.113.38,10.0.0.8,SSH,980,WRITE,us-west-2,user8,/app/service/3,OK
2024-01-01T03:08:00,203.0.113.39,10.0.0.9,DNS,1020,LIST,eu-west-1,user9,/app/service/4,OK
2024-01-01T03:09:00,203.0.113.40,10.0.0.10,HTTPS,1060,READ,us-east-1,user10,/app/service/5,OK
2024-01-01T03:10:00,203.0.113.41,10.0.0.11,SSH,1100,WRITE,us-west-2,user1,/app/service/1,OK
2024-01-01T03:11:00,203.0.113.42,10.0.0.12,DNS,1140,LIST,eu-west-1,user2,/app/service/2,OK
2024-01-01T03:12:00,203.0.113.43,10.0.0.13,HTTPS,1180,READ,us-east-1,user3,/app/service/3,OK
2024-01-01T03:13:00,203.0.113.44,10.0.0.14,SSH,1220,WRITE,us-west-2,user4,/app/service/4,OK
2024-01-01T03:14:00,203.0.113.45,10.0.0.15,DNS,1260,LIST,eu-west-1,user5,/app/service/5,OK
2024-01-01T03:15:00,203.0.113.46,10.0.0.16,HTTPS,1300,READ,us-east-1,user6,/app/service/1,OK
2024-01-01T03:16:00,203.0.113.47,10.0.0.17,SSH,1340,WRITE,us-west-2,user7,/app/service/2,OK
2024-01-01T03:17:00,203.0.113.48,10.0.0.18,DNS,1380,LIST,eu-west-1,user8,/app/service/3,OK
2024-01-01T03:18:00,203.0.113.49,10.0.0.19,HTTPS,1420,READ,us-east-1,user9,/app/service/4,OK
2024-01-01T03:19:00,203.0.113.50,10.0.0.20,SSH,1460,WRITE,us-west-2,user10,/app/service/5,OK
2024-01-01T03:20:00,203.0.113.1,10.0.0.1,DNS,500,LIST,eu-west-1,user1,/app/service/1,OK
2024-01-01T03:21:00,203.0.113.2,10.0.0.2,HTTPS,540,READ,us-east-1,user2,/app/service/2,OK
2024-01-01T03:22:00,203.0.113.3,10.0.0.3,SSH,580,WRITE,us-west-2,user3,/app/service/3,OK
2024-01-01T03:23:00,203.0.113.4,10.0.0.4,DNS,620,LIST,eu-west-1,user4,/app/service/4,OK
2024-01-01T03:24:00,203.0.113.5,10.0.0.5,HTTPS,660,READ,us-east-1,user5,/app/service/5,OK
2024-01-01T03:25:00,203.0.113.6,10.0.0.6,SSH,700,WRITE,us-west-2,user6,/app/service/1,OK
2024-01-01T03:26:00,203.0.113.7,10.0.0.7,DNS,740,LIST,eu-west-1,user7,/app/service/2,OK
2024-01-01T03:27:00,203.0.113.8,10.0.0.8,HTTPS,780,READ,us-east-1,user8,/app/service/3,OK
2024-01-01T03:28:00,203.0.113.9,10.0.0.9,SSH,820,WRITE,us-west-2,user9,/app/service/4,OK
2024-01-01T03:29:00,203.0.113.10,10.0.0.10,DNS,860,LIST,eu-west-1,user10,/app/service/5,OK
2024-01-01T03:30:00,203.0.113.11,10.0.0.11,HTTPS,900,READ,us-east-1,user1,/app/service/1,OK
2024-01-01T03:31:00,203.0.113.12,10.0.0.12,SSH,940,WRITE,us-west-2,user2,/app/service/2,OK
2024-01-01T03:32:00,198.51.100.99,10.0.0.13,DNS,980,ROOT_LOGIN,eu-west-1,user3,/app/sensitive/admin,DENIED
2024-01-01T03:33:00,203.0.113.14,10.0.0.14,HTTPS,1020,READ,us-east-1,user4,/app/service/4,OK
2024-01-01T03:34:00,203.0.113.15,10.0.0.15,SSH,1060,WRITE,us-west-2,user5,/app/service/5,OK
2024-01-01T03:35:00,203.0.113.16,10.0.0.16,DNS,1100,LIST,eu-west-1,user6,/app/service/1,OK
2024-01-01T03:36:00,203.0.113.17,10.0.0.17,HTTPS,1140,READ,us-east-1,user7,/app/service/2,OK
2024-01-01T03:37:00,203.0.113.18,10.0.0.18,SSH,1180,WRITE,us-west-2,user8,/app/service/3,OK
2024-01-01T03:38:00,203.0.113.19,10.0.0.19,DNS,1220,LIST,eu-west-1,user9,/app/service/4,OK
2024-01-01T03:39:00,203.0.113.20,10.0.0.20,HTTPS,1260,READ,us-east-1,user10,/app/service/5,OK
2024-01-01T03:40:00,203.0.113.21,10.0.0.1,SSH,1300,WRITE,us-west-2,user1,/app/service/1,OK
2024-01-01T03:41:00,203.0.113.22,10.0.0.2,DNS,1340,LIST,eu-west-1,user2,/app/service/2,OK
2024-01-01T03:42:00,203.0.113.23,10.0.0.3,HTTPS,9000,DELETE,us-east-1,admin-root,/app/sensitive/keys,DENIED
2024-01-01T03:43:00,203.0.113.24,10.0.0.4,SSH,1420,WRITE,us-west-2,user4,/app/service/4,OK
2024-01-01T03:44:00,203.0.113.25,10.0.0.5,DNS,1460,LIST,eu-west-1,user5,/app/service/5,OK
2024-01-01T03:45:00,203.0.113.26,10.0.0.6,HTTPS,500,READ,us-east-1,user6,/app/service/1,OK
2024-01-01T03:46:00,203.0.113.27,10.0.0.7,SSH,540,WRITE,us-west-2,user7,/app/service/2,OK
2024-01-01T03:47:00,203.0.113.28,10.0.0.8,DNS,580,LIST,eu-west-1,user8,/app/service/3,OK
2024-01-01T03:48:00,203.0.113.29,10.0.0.9,HTTPS,620,READ,us-east-1,user9,/app/service/4,OK
2024-01-01T03:49:00,203.0.113.30,10.0.0.10,SSH,660,WRITE,us-west-2,user10,/app/service/5,OK
2024-01-01T03:50:00,203.0.113.31,10.0.0.11,DNS,700,LIST,eu-west-1,user1,/app/service/1,OK
2024-01-01T03:51:00,203.0.113.32,10.0.0.12,HTTPS,740,READ,us-east-1,user2,/app/service/2,OK
2024-01-01T03:52:00,203.0.113.33,10.0.0.13,SSH,780,WRITE,us-west-2,user3,/app/service/3,OK
